"dataset","protocol","species","tissue.type","n_samples","n_genes","n_classes","max_class_perc","min_class_perc","measure",method,score
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","kpca.pol",0
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","kpca.rbf",0.264260601151653
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","lda",1
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","lle",0.813058553003355
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","lsnmf",0.461014503660472
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","mctsne",0.586032265297386
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","nmf",0.957909528541406
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","nmf2",0.450987724268526
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","nsnmf",0.961323795183845
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","pca",0.676238296589106
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","phate",0.436840125879859
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","pmf",0.770150620779966
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","psmf",0.626442743048547
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","saucie",-0.0865773835405721
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","snmf",0.773388221870865
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","spca",0.68057018806344
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","spca.batch",0.791863997427064
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","spectral",0.370138071871569
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","srp",0.787581487302471
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","tsvd",0.924361455609703
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","umap",0.684185487477174
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","vasc",0.349429575732471
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","vpac",0.417020941844481
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cor","zifa",0.556595588408798
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","bd",0.427362977801124
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","fa",0.800420167109727
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","fica",0.326773536053049
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","grp",0.49445303334594
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","icm",0.481180767828976
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","ipca",0.32677355445792
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","isomap",0.433214142707758
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","ivis",0.848932750795346
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","kpca.cos",0.790820260670212
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","kpca.pol",0
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","kpca.rbf",0.180558028245867
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","lda",0.835785503406287
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","lle",1
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","lsnmf",0.245175299686063
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","mctsne",0.501914836962836
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","nmf",0.467571639883255
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","nmf2",0.233636562792176
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","nsnmf",0.598960357209547
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","pca",0.32677355445792
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","phate",0.432841099071319
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","pmf",0.527000444159849
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","psmf",0.441557956176848
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","saucie",-0.095205398201998
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","snmf",0.464315217848971
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","spca",0.326772662218734
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","spca.batch",0.529986962055477
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","spectral",0.495592506601304
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","srp",0.260997080767397
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","tsvd",0.316099197093858
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","umap",0.754656662252374
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","vasc",0.328848102547159
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","vpac",0.467814888260063
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_seu","zifa",0.367369824726821
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","bd",0.275647940867526
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","fa",0.59863074667574
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","fica",0.255293535403053
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","grp",0.124386035472232
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","icm",0.377985479610128
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","ipca",0.239591880187171
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","isomap",0.273496283976671
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","ivis",0.233616692342173
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","kpca.cos",0.392815453200634
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","kpca.pol",0.0193964608789843
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","kpca.rbf",0.115801804550988
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","lda",1
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","lle",0.0513920038472588
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","lsnmf",0.0688014356996605
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","mctsne",0.367958385353561
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","nmf",0.401642473760065
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","nmf2",0.145531371571337
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","nsnmf",0.672281721363927
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","pca",0.239703004794384
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","phate",0.426156321598411
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","pmf",0.664136847227373
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","psmf",0.337094658498333
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","saucie",-0.449179232800347
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","snmf",0.32870878797618
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","spca",0.271126043997674
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","spca.batch",0.322221364910233
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","spectral",0.0821387149403091
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","srp",0.0791942511390942
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","tsvd",0.238360144701702
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","umap",0.387959519622995
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","vasc",0
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","vpac",0.333936126072079
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"dbs","zifa",0.318625881620043
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","bd",0.745823165110485
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","fa",0.500741993346848
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","fica",0.615848957482515
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","grp",0.521067634847124
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","icm",0.562915870255583
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","ipca",0.604784880492928
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","isomap",0.644156411179381
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","ivis",0.699010765518827
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","kpca.cos",0.76911607323168
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","kpca.pol",0.0769674773523317
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","kpca.rbf",0
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","lda",1
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","lle",0.647470669713697
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","lsnmf",0.535112736902192
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","mctsne",0.483545838625785
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","nmf",0.620745094536464
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","nmf2",0.643560075995979
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","nsnmf",0.845776500519939
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","pca",0.604784880492928
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","phate",0.56238196686613
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","pmf",0.786019683411226
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","psmf",0.523896863961883
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","saucie",-1.16788687246332
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","snmf",0.647780707536258
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","spca",0.604784691783407
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","spca.batch",0.592594487557884
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","spectral",0.863797868780042
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","srp",0.53083585871544
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","tsvd",0.595762276784236
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","umap",0.734695174551376
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","vasc",0.342973724512016
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","vpac",0.224026497123983
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"vrc","zifa",0.324583934334048
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","bd",0.704274084049852
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","fa",0.837487009464932
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","fica",0.445319262929658
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","grp",0.896055826114528
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","icm",0.751632352906865
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","ipca",0.67262866784987
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","isomap",0.747094866302635
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","ivis",0.746828762183596
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","kpca.cos",0.908121627879361
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","kpca.pol",0
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","kpca.rbf",0.283680149971222
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","lda",1
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","lle",0.820289622467391
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","lsnmf",0.449777605969181
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","mctsne",0.655869216763602
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","nmf",0.948767282185428
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","nmf2",0.619926691814959
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","nsnmf",0.973668708844886
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","pca",0.672476717117568
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","phate",0.436040051432879
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","pmf",0.808473064602147
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","psmf",0.600297565067492
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","saucie",-0.0963859327563364
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","snmf",0.7913914396503
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","spca",0.677396131285728
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","spca.batch",0.757085903247882
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","spectral",0.384097190507832
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","srp",0.783756817920313
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","tsvd",0.926238443289676
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","umap",0.678240014126727
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","vasc",0.345284547823773
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","vpac",0.417119127581268
"baron-mouse","inDrop","mouse","pancreas",1886,14878,13,0.4740191,0.003181336,"ss_cos","zifa",0.563842823459258
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","bd",0.768993459419848
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","fa",0.997265225102302
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","fica",0.985598287183996
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","grp",0.662905634610354
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","icm",0.918233741953313
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","ipca",0.498722028525692
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","isomap",0.641262329607806
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","ivis",0.269863465294253
"campbell","Drop-seq","mouse","brain",21086,26774,35,0.3797306,0.001422745,"ss_cos","kpca.cos",0.686856949490997
